Rank,Player,Country,Stat,Stat Category,Year
40,Michael van Gerwen,NED,61.53%,Pcnt Legs Won,2019
41,Joe Huffman,USA,61.39%,Pcnt Legs Won,2019
42,Keelan Kay,ENG,61.26%,Pcnt Legs Won,2019
43,Darin Young,USA,61.06%,Pcnt Legs Won,2019
44,Kevin Doets,NED,61.05%,Pcnt Legs Won,2019
45,Robbie King,AUS,60.91%,Pcnt Legs Won,2019
46,Mark Walsh,ENG,60.67%,Pcnt Legs Won,2019
47,Dragutin Horvat,GER,60.63%,Pcnt Legs Won,2019
48,Raymond O'Donnell,AUS,60.51%,Pcnt Legs Won,2019
49,Shane McGuirk,IRL,60.47%,Pcnt Legs Won,2019
50,Jeremiah Millar,USA,60.09%,Pcnt Legs Won,2019
101,Eikichi Nakanishi,JPN,57.31%,Pcnt Legs Won,2019
102,Connor Arberry,ENG,57.23%,Pcnt Legs Won,2019
103,Darren Beveridge,SCO,57.22%,Pcnt Legs Won,2019
104,Jarred Cole,ENG,57.16%,Pcnt Legs Won,2019
105,Scott Waites,ENG,57.14%,Pcnt Legs Won,2019
106,David Evans,ENG,57.14%,Pcnt Legs Won,2019
107,Brad Phillips,ENG,57.14%,Pcnt Legs Won,2019
108,Zong Xiaochen,CHN,57.09%,Pcnt Legs Won,2019
109,Barry Lynn,ENG,57.06%,Pcnt Legs Won,2019
110,Ryan Lynch,AUS,57.03%,Pcnt Legs Won,2019
111,Justin Smith,WAL,56.99%,Pcnt Legs Won,2019
112,Robert Collins,ENG,56.96%,Pcnt Legs Won,2019
113,Rusty-Jake Rodriguez,AUT,56.92%,Pcnt Legs Won,2019
114,Ulf Ceder,FIN,56.88%,Pcnt Legs Won,2019
115,Adam Huckvale,ENG,56.81%,Pcnt Legs Won,2019
116,Joshua Burksfield,ENG,56.78%,Pcnt Legs Won,2019
117,Laurie Loch,AUS,56.76%,Pcnt Legs Won,2019
118,Andrew Davidson,ENG,56.72%,Pcnt Legs Won,2019
119,Peter Wright,SCO,56.68%,Pcnt Legs Won,2019
120,Nico Schlund,GER,56.65%,Pcnt Legs Won,2019
121,Dylan Powell,IRL,56.64%,Pcnt Legs Won,2019
122,Richie Howson,ENG,56.61%,Pcnt Legs Won,2019
123,Kevin Lane,IOM,56.58%,Pcnt Legs Won,2019
124,Dom Taylor,ENG,56.46%,Pcnt Legs Won,2019
125,Oskar Lukasiak,SWE,56.43%,Pcnt Legs Won,2019
126,Scott Taylor,ENG,56.31%,Pcnt Legs Won,2019
127,Stefan Bellmont,SUI,56.29%,Pcnt Legs Won,2019
128,Boris Koltsov,RUS,56.25%,Pcnt Legs Won,2019
129,Jermaine Wattimena,NED,56.22%,Pcnt Legs Won,2019
130,William Borland,SCO,56.2%,Pcnt Legs Won,2019
131,Jamie Hughes,ENG,56.2%,Pcnt Legs Won,2019
132,Kevin Painter,ENG,56.15%,Pcnt Legs Won,2019
133,Marvin Wehder,GER,56%,Pcnt Legs Won,2019
134,Dave Chisnall,ENG,55.93%,Pcnt Legs Won,2019
135,Roman Benecky,CZE,55.88%,Pcnt Legs Won,2019
136,Madars Razma,LTV,55.86%,Pcnt Legs Won,2019
137,Callum Matthews,ENG,55.84%,Pcnt Legs Won,2019
138,Ryan Murray,SCO,55.83%,Pcnt Legs Won,2019
139,Nathan Aspinall,ENG,55.82%,Pcnt Legs Won,2019
140,Rhys Griffin,WAL,55.81%,Pcnt Legs Won,2019
141,Joshua Townsend,AUS,55.81%,Pcnt Legs Won,2019
142,Jose De Sousa,POR,55.77%,Pcnt Legs Won,2019
143,Lukas Wenig,GER,55.76%,Pcnt Legs Won,2019
144,Kevin Dowling,ENG,55.74%,Pcnt Legs Won,2019
145,Jamie Rundle,AUS,55.66%,Pcnt Legs Won,2019
146,Berry van Peer,NED,55.63%,Pcnt Legs Won,2019
147,James Wade,ENG,55.6%,Pcnt Legs Won,2019
148,Matt Padgett,ENG,55.59%,Pcnt Legs Won,2019
149,Steve Hine,ENG,55.56%,Pcnt Legs Won,2019
150,Brad Thorp,AUS,55.53%,Pcnt Legs Won,2019
151,Andy Chalmers,ENG,55.5%,Pcnt Legs Won,2019
152,Daniel Lauby Jr.,USA,55.5%,Pcnt Legs Won,2019
153,Chris Dobey,ENG,55.5%,Pcnt Legs Won,2019
154,Marvin van Velzen,NED,55.48%,Pcnt Legs Won,2019
155,Liam Gallagher,IRL,55.46%,Pcnt Legs Won,2019
156,Rob Cross,ENG,55.46%,Pcnt Legs Won,2019
157,Mensur Suljović,AUT,55.42%,Pcnt Legs Won,2019
158,Ryan de Vreede,NED,55.42%,Pcnt Legs Won,2019
159,Lucas Cameron,AUS,55.37%,Pcnt Legs Won,2019
160,Jeff Smith,CAN,55.36%,Pcnt Legs Won,2019
161,John Davey,WAL,55.35%,Pcnt Legs Won,2019
162,Geert De Vos,BEL,55.28%,Pcnt Legs Won,2019
163,Ben Cheeseman,ENG,55.26%,Pcnt Legs Won,2019
164,Dale Burton-Pye,ENG,55.25%,Pcnt Legs Won,2019
165,Geert Nentjes,NED,55.18%,Pcnt Legs Won,2019
166,Darius Labanauskas,LTH,55.1%,Pcnt Legs Won,2019
167,Michael Cassar,AUS,54.97%,Pcnt Legs Won,2019
168,Daan Bastiaansen,NED,54.95%,Pcnt Legs Won,2019
169,Daryl Gurney,NIR,54.93%,Pcnt Legs Won,2019
170,Henk Snijder,NED,54.91%,Pcnt Legs Won,2019
171,Jochen Graudenz,GER,54.9%,Pcnt Legs Won,2019
172,Jurjen van der Velde,NED,54.87%,Pcnt Legs Won,2019
173,Aiden Cope,ENG,54.82%,Pcnt Legs Won,2019
174,Kevin Münch,GER,54.81%,Pcnt Legs Won,2019
175,Brandon Weening,AUS,54.79%,Pcnt Legs Won,2019
176,Paul Rowley,ENG,54.76%,Pcnt Legs Won,2019
177,Joe Davis,ENG,54.76%,Pcnt Legs Won,2019
178,Ron Meulenkamp,NED,54.75%,Pcnt Legs Won,2019
179,Leonard Gates,USA,54.73%,Pcnt Legs Won,2019
180,Andreas Harrysson,SWE,54.7%,Pcnt Legs Won,2019
181,Karsten Koch,GER,54.7%,Pcnt Legs Won,2019
182,Michael Smith,ENG,54.68%,Pcnt Legs Won,2019
183,Carl Batchelor,ENG,54.63%,Pcnt Legs Won,2019
184,Darren Johnson,ENG,54.63%,Pcnt Legs Won,2019
185,Corey Cadby,AUS,54.6%,Pcnt Legs Won,2019
186,Steve Beaton,ENG,54.57%,Pcnt Legs Won,2019
187,Thomas Lovely,ENG,54.57%,Pcnt Legs Won,2019
188,Peter Jacques,ENG,54.57%,Pcnt Legs Won,2019
189,Patrick Lynskey,ENG,54.56%,Pcnt Legs Won,2019
190,Danny Key,ENG,54.55%,Pcnt Legs Won,2019
191,Peter Sutton,AUS,54.52%,Pcnt Legs Won,2019
192,Jonny Clayton,WAL,54.5%,Pcnt Legs Won,2019
193,Diogo Portela,BRA,54.5%,Pcnt Legs Won,2019
194,René Eidams,GER,54.49%,Pcnt Legs Won,2019
195,Jacob Gwynne,ENG,54.45%,Pcnt Legs Won,2019
196,Martin Atkins (Leeds),ENG,54.44%,Pcnt Legs Won,2019
197,Andrew Gilding,ENG,54.4%,Pcnt Legs Won,2019
198,Andy Kent,ENG,54.39%,Pcnt Legs Won,2019
199,Kieran Brignell,ENG,54.35%,Pcnt Legs Won,2019
200,Per Laursen,DEN,54.35%,Pcnt Legs Won,2019
201,Danny Noppert,NED,54.27%,Pcnt Legs Won,2019
202,Gabriel Clemens,GER,54.14%,Pcnt Legs Won,2019
203,Fred Box,ENG,54.1%,Pcnt Legs Won,2019
204,Ritchie Edhouse,ENG,54.07%,Pcnt Legs Won,2019
205,Lee Budgen,ENG,54.07%,Pcnt Legs Won,2019
206,Callum Francis,ENG,54.06%,Pcnt Legs Won,2019
207,Aden Kirk,ENG,54.05%,Pcnt Legs Won,2019
208,Toon Greebe,NED,54.04%,Pcnt Legs Won,2019
209,Harry Ward,ENG,54.03%,Pcnt Legs Won,2019
210,Daniel Day,ENG,53.98%,Pcnt Legs Won,2019
211,Vincent van der Voort,NED,53.95%,Pcnt Legs Won,2019
212,Veijo Viinikka,FIN,53.91%,Pcnt Legs Won,2019
213,William O'Connor,IRL,53.87%,Pcnt Legs Won,2019
214,John Henderson,SCO,53.87%,Pcnt Legs Won,2019
215,Justin Pipe,ENG,53.77%,Pcnt Legs Won,2019
216,Dimitri Van den Bergh,BEL,53.75%,Pcnt Legs Won,2019
217,Wes Newton,ENG,53.75%,Pcnt Legs Won,2019
218,Ryan Meikle,ENG,53.72%,Pcnt Legs Won,2019
219,Erik Hol,NED,53.72%,Pcnt Legs Won,2019
220,Lisa Ashton,ENG,53.65%,Pcnt Legs Won,2019
221,Lewis Pride,ENG,53.61%,Pcnt Legs Won,2019
222,Keegan Brown,ENG,53.59%,Pcnt Legs Won,2019
223,Marko Kantele,FIN,53.51%,Pcnt Legs Won,2019
224,Adrian Lewis,ENG,53.5%,Pcnt Legs Won,2019
225,Colin Osborne,ENG,53.49%,Pcnt Legs Won,2019
226,Connor Scutt,ENG,53.46%,Pcnt Legs Won,2019
227,Lennon Cradock,ENG,53.45%,Pcnt Legs Won,2019
228,Mervyn King,ENG,53.44%,Pcnt Legs Won,2019
229,Mark Frost,ENG,53.44%,Pcnt Legs Won,2019
230,Eddie Lovely,ENG,53.41%,Pcnt Legs Won,2019
231,Niels-Jørgen Hansen,DEN,53.4%,Pcnt Legs Won,2019
232,John Brown,ENG,53.39%,Pcnt Legs Won,2019
233,Ivan Springborg,,53.36%,Pcnt Legs Won,2019
234,Arjan Konterman,NED,53.34%,Pcnt Legs Won,2019
235,Brendan Dolan,NIR,53.34%,Pcnt Legs Won,2019
236,Thomas Junghans,SUI,53.31%,Pcnt Legs Won,2019
237,Mathew Leahy,AUS,53.31%,Pcnt Legs Won,2019
238,Daniel Ayres,ENG,53.27%,Pcnt Legs Won,2019
239,Benjamin Smith,WAL,53.26%,Pcnt Legs Won,2019
240,Curtis Hammond,ENG,53.26%,Pcnt Legs Won,2019
241,Mark McGeeney,ENG,53.25%,Pcnt Legs Won,2019
242,Mark Barilli,SCO,53.23%,Pcnt Legs Won,2019
243,Andy Boulton,SCO,53.21%,Pcnt Legs Won,2019
244,Killian Heffernan,IRL,53.18%,Pcnt Legs Won,2019
245,Nico Blum,GER,53.13%,Pcnt Legs Won,2019
246,Bradley Brooks,ENG,53.11%,Pcnt Legs Won,2019
247,Jack Main,ENG,53.07%,Pcnt Legs Won,2019
248,Lukasz Sawicki,POL,53.06%,Pcnt Legs Won,2019
249,Hywel Manuel,WAL,53.02%,Pcnt Legs Won,2019
250,Ross Smith,ENG,52.96%,Pcnt Legs Won,2019
251,Simon Preston,ENG,52.94%,Pcnt Legs Won,2019
252,Michel Furlani,ITA,52.9%,Pcnt Legs Won,2019
253,Richard Corner,,52.85%,Pcnt Legs Won,2019
254,Tommy Lishman,ENG,52.83%,Pcnt Legs Won,2019
255,Paul Cotton,AUS,52.82%,Pcnt Legs Won,2019
256,Adam Paxton,ENG,52.79%,Pcnt Legs Won,2019
257,Andy Hamilton,ENG,52.78%,Pcnt Legs Won,2019
258,Steve West,ENG,52.75%,Pcnt Legs Won,2019
259,Tom Lonsdale,ENG,52.74%,Pcnt Legs Won,2019
260,Sean Ryan,SCO,52.72%,Pcnt Legs Won,2019
261,Kevin Garcia,ENG,52.72%,Pcnt Legs Won,2019
262,John Part,CAN,52.68%,Pcnt Legs Won,2019
263,Stuart Kellett,ENG,52.67%,Pcnt Legs Won,2019
264,Conor Mayes,ENG,52.67%,Pcnt Legs Won,2019
265,Christian Gödl,AUT,52.63%,Pcnt Legs Won,2019
266,Martin Atkins (Wigan),ENG,52.56%,Pcnt Legs Won,2019
267,Stephen Burton,ENG,52.45%,Pcnt Legs Won,2019
268,Jason Cullen,IRL,52.45%,Pcnt Legs Won,2019
269,Ian Lever,ENG,52.43%,Pcnt Legs Won,2019
270,Max Hopp,GER,52.41%,Pcnt Legs Won,2019
271,Joe Cullen,ENG,52.39%,Pcnt Legs Won,2019
272,Kim Huybrechts,BEL,52.38%,Pcnt Legs Won,2019
273,Callum Wilson,ENG,52.38%,Pcnt Legs Won,2019
274,James Kempster,WAL,52.37%,Pcnt Legs Won,2019
275,Shaun Griffiths,ENG,52.33%,Pcnt Legs Won,2019
276,Stephen Bunting,ENG,52.26%,Pcnt Legs Won,2019
277,Dafydd Edwards,WAL,52.23%,Pcnt Legs Won,2019
278,Connor Pickett,ENG,52.1%,Pcnt Legs Won,2019
279,Dan Read,ENG,52.08%,Pcnt Legs Won,2019
280,Jelle Klaasen,NED,52.04%,Pcnt Legs Won,2019
281,Christian Bunse,GER,52.02%,Pcnt Legs Won,2019
282,Charlie Symons,ENG,51.98%,Pcnt Legs Won,2019
283,Matthew Holbrook,WAL,51.97%,Pcnt Legs Won,2019
284,Luke Woodhouse,ENG,51.96%,Pcnt Legs Won,2019
285,Dave Ladley,ENG,51.95%,Pcnt Legs Won,2019
286,Martin Schindler,GER,51.92%,Pcnt Legs Won,2019
287,Gergely Lakatos,HUN,51.92%,Pcnt Legs Won,2019
288,Logan Crooks,CAN,51.92%,Pcnt Legs Won,2019
289,Gary Anderson,SCO,51.9%,Pcnt Legs Won,2019
290,Jimmy Hendriks,NED,51.86%,Pcnt Legs Won,2019
291,Ryan Searle,ENG,51.82%,Pcnt Legs Won,2019
292,Tony Mitchell,ENG,51.79%,Pcnt Legs Won,2019
293,Dave Askew,ENG,51.73%,Pcnt Legs Won,2019
294,Simon Whitlock,AUS,51.62%,Pcnt Legs Won,2019
295,Jason Askew,ENG,51.61%,Pcnt Legs Won,2019
296,Stephen Rosney,IRL,51.56%,Pcnt Legs Won,2019
297,Ricky King,ENG,51.54%,Pcnt Legs Won,2019
298,Kyle Anderson,AUS,51.53%,Pcnt Legs Won,2019
299,Lee Evans,ENG,51.48%,Pcnt Legs Won,2019
300,Pascal Wirotius,GER,51.47%,Pcnt Legs Won,2019
301,Stefaan Deprez,BEL,51.44%,Pcnt Legs Won,2019
302,Fallon Sherrock,ENG,51.42%,Pcnt Legs Won,2019
303,Robin Beger,GER,51.4%,Pcnt Legs Won,2019
304,Dave Marland,AUS,51.38%,Pcnt Legs Won,2019
305,Jason Wilson,ENG,51.26%,Pcnt Legs Won,2019
306,Prakash Jiwa,IND,51.2%,Pcnt Legs Won,2019
307,Mareno Michels,NED,51.18%,Pcnt Legs Won,2019
308,Raymond van Barneveld,NED,51.18%,Pcnt Legs Won,2019
309,Ricky Evans,ENG,51.15%,Pcnt Legs Won,2019
310,Dave Prins,ENG,51.08%,Pcnt Legs Won,2019
311,Andrew Foster,ENG,51.06%,Pcnt Legs Won,2019
312,Willy Kimura,AUS,50.99%,Pcnt Legs Won,2019
313,Niels Zonneveld,NED,50.99%,Pcnt Legs Won,2019
314,Kevin Thomas,WAL,50.9%,Pcnt Legs Won,2019
315,Ben West,ENG,50.88%,Pcnt Legs Won,2019
316,Peter Mitchell,ENG,50.84%,Pcnt Legs Won,2019
317,Stu Wilson,ENG,50.83%,Pcnt Legs Won,2019
318,Ryan Joyce,ENG,50.79%,Pcnt Legs Won,2019
319,Kevin Knopf,GER,50.74%,Pcnt Legs Won,2019
320,Chris White,USA,50.66%,Pcnt Legs Won,2019
321,Martin O'Boyle,IRL,50.63%,Pcnt Legs Won,2019
322,Alex Jacques,ENG,50.61%,Pcnt Legs Won,2019
323,Bradley Clark,ENG,50.57%,Pcnt Legs Won,2019
324,Cristo Reyes,ESP,50.54%,Pcnt Legs Won,2019
325,Mike van Duivenbode,NED,50.5%,Pcnt Legs Won,2019
326,Ian McFarlane,ENG,50.47%,Pcnt Legs Won,2019
327,Conan Whitehead,ENG,50.46%,Pcnt Legs Won,2019
328,Niels Heinsøe,DEN,50.42%,Pcnt Legs Won,2019
329,Gavin Carlin,NIR,50.41%,Pcnt Legs Won,2019
330,Bradley Coltman,ENG,50.38%,Pcnt Legs Won,2019
331,Sebastian Pohl,GER,50.26%,Pcnt Legs Won,2019
332,Richie Burnett,WAL,50.18%,Pcnt Legs Won,2019
333,David Stokell,,50.15%,Pcnt Legs Won,2019
334,Jerry Hendriks,NED,50.09%,Pcnt Legs Won,2019
335,Ryan Palmer,ENG,50%,Pcnt Legs Won,2019
336,Stephen Gallimore,ENG,49.86%,Pcnt Legs Won,2019
337,Rhys Hayden,ENG,49.81%,Pcnt Legs Won,2019
338,José Justicia,ESP,49.8%,Pcnt Legs Won,2019
339,Wiremu Kurupo,,49.79%,Pcnt Legs Won,2019
340,Philipp Hagemann,GER,49.65%,Pcnt Legs Won,2019
341,James Wilson,ENG,49.61%,Pcnt Legs Won,2019
342,Ben Davies,ENG,49.59%,Pcnt Legs Won,2019
343,Lewis Gurney,ENG,49.58%,Pcnt Legs Won,2019
344,Andrea Micheletti,ITA,49.52%,Pcnt Legs Won,2019
345,Scott Baker,ENG,49.5%,Pcnt Legs Won,2019
346,Brian Woods,ENG,49.47%,Pcnt Legs Won,2019
347,George Gardner,ENG,49.45%,Pcnt Legs Won,2019
348,John Michael,GRE,49.44%,Pcnt Legs Won,2019
349,Devon Petersen,RSA,49.4%,Pcnt Legs Won,2019
350,Dirk van Duijvenbode,NED,49.28%,Pcnt Legs Won,2019
351,Greg Major,,49.21%,Pcnt Legs Won,2019
352,Seppe Giebens,BEL,49.2%,Pcnt Legs Won,2019
353,Jaikob Selby-Rivas,ENG,49.2%,Pcnt Legs Won,2019
354,Robert Thornton,SCO,49.18%,Pcnt Legs Won,2019
355,Josh Payne,ENG,49.16%,Pcnt Legs Won,2019
356,Mickey Mansell,NIR,49.14%,Pcnt Legs Won,2019
357,Maikel Verberk,NED,49.13%,Pcnt Legs Won,2019
358,Robert Rickwood,ENG,49.13%,Pcnt Legs Won,2019
359,Steve Lennon,IRL,49.12%,Pcnt Legs Won,2019
360,Jim Moston,ENG,49.12%,Pcnt Legs Won,2019
361,Thomas Gregory,,49.11%,Pcnt Legs Won,2019
362,James Richardson,ENG,49.05%,Pcnt Legs Won,2019
363,Chuck Puleo,USA,49.01%,Pcnt Legs Won,2019
364,Arron Monk,ENG,48.99%,Pcnt Legs Won,2019
365,Mick Todd,ENG,48.97%,Pcnt Legs Won,2019
366,Patrick van den Boogaard,NED,48.97%,Pcnt Legs Won,2019
367,Mark Taafe,AUS,48.94%,Pcnt Legs Won,2019
368,David Airey,ENG,48.81%,Pcnt Legs Won,2019
369,Dean Reynolds,WAL,48.74%,Pcnt Legs Won,2019
370,Mike Norton,ENG,48.72%,Pcnt Legs Won,2019
371,Mark Webster,WAL,48.65%,Pcnt Legs Won,2019
372,Chris Quantock,ENG,48.63%,Pcnt Legs Won,2019
373,Matthew Edgar,ENG,48.54%,Pcnt Legs Won,2019
374,Wesley van Trijp,NED,48.49%,Pcnt Legs Won,2019
375,Craig Quinn,SCO,48.44%,Pcnt Legs Won,2019
376,Chas Barstow,ENG,48.3%,Pcnt Legs Won,2019
377,Paul Redfern,ENG,48.23%,Pcnt Legs Won,2019
378,Sam Hewson,ENG,48.13%,Pcnt Legs Won,2019
379,Gabriel Rollo,ITA,48.1%,Pcnt Legs Won,2019
380,Reece Pauling,ENG,48.06%,Pcnt Legs Won,2019
381,Yordi Meeuwisse,NED,48.03%,Pcnt Legs Won,2019
382,Callum Loose,ENG,48%,Pcnt Legs Won,2019
383,Dean Norman,ENG,48%,Pcnt Legs Won,2019
384,Alex Evans,IRL,47.95%,Pcnt Legs Won,2019
385,Kieran Spurdle,ENG,47.95%,Pcnt Legs Won,2019
386,Carl Wilkinson,ENG,47.93%,Pcnt Legs Won,2019
387,Reece Robinson,ENG,47.88%,Pcnt Legs Won,2019
388,Simon Stevenson,ENG,47.85%,Pcnt Legs Won,2019
389,Mindaugas Barauskas,LTH,47.79%,Pcnt Legs Won,2019
390,Paul Williams,ENG,47.75%,Pcnt Legs Won,2019
391,Roland Lenngren,SWE,47.7%,Pcnt Legs Won,2019
392,Wayne Jones,ENG,47.68%,Pcnt Legs Won,2019
393,Rowby-John Rodriguez,AUT,47.65%,Pcnt Legs Won,2019
394,Brett Claydon,ENG,47.64%,Pcnt Legs Won,2019
395,Jan Dekker,NED,47.51%,Pcnt Legs Won,2019
396,Matt Clark,ENG,47.51%,Pcnt Legs Won,2019
397,Gary Blades,ENG,47.49%,Pcnt Legs Won,2019
398,Jon Jukes,ENG,47.48%,Pcnt Legs Won,2019
399,Vincent van der Meer,NED,47.44%,Pcnt Legs Won,2019
400,Darren Webster,ENG,47.41%,Pcnt Legs Won,2019
401,Dwayne Seabourne,AUS,47.38%,Pcnt Legs Won,2019
402,Toni Alcinas,ESP,47.31%,Pcnt Legs Won,2019
403,Maik Kuivenhoven,NED,47.31%,Pcnt Legs Won,2019
404,Aaron Ayres,ENG,47.29%,Pcnt Legs Won,2019
405,Reece Colley,ENG,47.27%,Pcnt Legs Won,2019
406,Tic Bridge,AUS,47.19%,Pcnt Legs Won,2019
407,Wilco Vermeulen,NED,47.14%,Pcnt Legs Won,2019
408,Joe Murnan,ENG,47.05%,Pcnt Legs Won,2019
409,Adam Hunt,ENG,47.03%,Pcnt Legs Won,2019
410,Evander Stevenson,SCO,47.02%,Pcnt Legs Won,2019
411,Zoran Lerchbacher,AUT,47.01%,Pcnt Legs Won,2019
412,Ian Withers,ENG,46.99%,Pcnt Legs Won,2019
413,Pauli Finnila,FIN,46.95%,Pcnt Legs Won,2019
414,Kirk Shepherd,ENG,46.9%,Pcnt Legs Won,2019
415,Wesley Bour,NED,46.82%,Pcnt Legs Won,2019
416,George Killington,ENG,46.8%,Pcnt Legs Won,2019
417,James Lawson,ENG,46.77%,Pcnt Legs Won,2019
418,David Adshead,ENG,46.72%,Pcnt Legs Won,2019
419,Darryl Pilgrim,ENG,46.62%,Pcnt Legs Won,2019
420,Dean Owen,ENG,46.52%,Pcnt Legs Won,2019
421,David Hanel,AUS,46.35%,Pcnt Legs Won,2019
422,Nathan Derry,ENG,46.23%,Pcnt Legs Won,2019
423,Christopher Paul Jones,,46.22%,Pcnt Legs Won,2019
424,Jonathan Worsley,WAL,46.12%,Pcnt Legs Won,2019
425,Rees Hall,ENG,46.12%,Pcnt Legs Won,2019
426,Rowdy Schoremans,NED,46.09%,Pcnt Legs Won,2019
427,Mario Robbe,NED,46.02%,Pcnt Legs Won,2019
428,Alan Norris,ENG,45.99%,Pcnt Legs Won,2019
429,Alan Tabern,ENG,45.98%,Pcnt Legs Won,2019
430,David Pallett,ENG,45.97%,Pcnt Legs Won,2019
431,Jamie Barrowman,ENG,45.66%,Pcnt Legs Won,2019
432,John Bunyard,AUS,45.61%,Pcnt Legs Won,2019
433,Shaun Carroll,ENG,45.61%,Pcnt Legs Won,2019
434,Ryan Harrington,ENG,45.43%,Pcnt Legs Won,2019
435,Tony Welland,AUS,45.42%,Pcnt Legs Won,2019
436,Tremaine Gallagher,AUS,45.39%,Pcnt Legs Won,2019
437,Robert Owen,WAL,45.31%,Pcnt Legs Won,2019
438,Tytus Kanik,POL,45.25%,Pcnt Legs Won,2019
439,Daniel Cox,ENG,45.22%,Pcnt Legs Won,2019
440,Davy Van Baelen,BEL,45.15%,Pcnt Legs Won,2019
441,Mick Anderson,AUS,45.14%,Pcnt Legs Won,2019
442,Nathan Treadgold,WAL,44.93%,Pcnt Legs Won,2019
443,Jamie Bain,SCO,44.81%,Pcnt Legs Won,2019
444,Ian Dargan,AUS,44.78%,Pcnt Legs Won,2019
445,Ivan Springborg Poulsen,DEN,44.67%,Pcnt Legs Won,2019
446,Sam Cromwell,ENG,44.55%,Pcnt Legs Won,2019
447,Barrie Bates,WAL,44.54%,Pcnt Legs Won,2019
448,Adrian Gray,ENG,44.5%,Pcnt Legs Won,2019
449,Andrew Eagers,AUS,44.49%,Pcnt Legs Won,2019
450,Vince Tipple,ENG,44.44%,Pcnt Legs Won,2019
451,Levy Frauenfelder,NED,44.33%,Pcnt Legs Won,2019
452,Richard North,ENG,44.27%,Pcnt Legs Won,2019
453,Ronny Huybrechts,BEL,44.22%,Pcnt Legs Won,2019
454,Christoff van de Wal,,44.21%,Pcnt Legs Won,2019
455,Christian Kist,NED,44.09%,Pcnt Legs Won,2019
456,Benito van de Pas,NED,44.04%,Pcnt Legs Won,2019
457,Jens Kniest,GER,43.92%,Pcnt Legs Won,2019
458,Mark Dudbridge,ENG,43.77%,Pcnt Legs Won,2019
459,Tom Baughan,ENG,43.66%,Pcnt Legs Won,2019
460,Richard Baillie,SCO,43.57%,Pcnt Legs Won,2019
461,Clayton Collins,AUS,43.14%,Pcnt Legs Won,2019
462,Robert Marijanović,GER,42.98%,Pcnt Legs Won,2019
463,Peter Hudson,ENG,42.9%,Pcnt Legs Won,2019
464,Ricky Clarke,ENG,42.53%,Pcnt Legs Won,2019
465,Cameron Anderson,ENG,42.08%,Pcnt Legs Won,2019
466,Brian Hallas,ENG,41.83%,Pcnt Legs Won,2019
467,Brad Johnson,AUS,41.7%,Pcnt Legs Won,2019
468,David Schlichting,GER,41.59%,Pcnt Legs Won,2019
469,Ian Jopling,ENG,41.46%,Pcnt Legs Won,2019
470,Corey Naumann,AUS,41.44%,Pcnt Legs Won,2019
471,Mark Wilson,ENG,41.39%,Pcnt Legs Won,2019
472,Kevin Burness,NIR,40.97%,Pcnt Legs Won,2019
473,Cor Ernst,NED,40.84%,Pcnt Legs Won,2019
474,Trevor Crooke,AUS,40.66%,Pcnt Legs Won,2019
475,Marshall Allen,AUS,40.54%,Pcnt Legs Won,2019
476,Colin Littlecott,ENG,40.5%,Pcnt Legs Won,2019
477,Emma Watkins,NRU,40.46%,Pcnt Legs Won,2019
478,Andy Pinder,AUS,40.33%,Pcnt Legs Won,2019
479,Paul Holloway,ENG,40.17%,Pcnt Legs Won,2019
480,Jimmy McKirdy,SCO,40.16%,Pcnt Legs Won,2019
481,Amanda Loch,AUS,39.94%,Pcnt Legs Won,2019
482,Jamie Lewis,WAL,39.66%,Pcnt Legs Won,2019
483,Darren Davies,ENG,39.65%,Pcnt Legs Won,2019
484,Jordan Ford,AUS,39.36%,Pcnt Legs Won,2019
485,Jason Fraser,AUS,39.01%,Pcnt Legs Won,2019
486,Dawson Murschell,CAN,38.97%,Pcnt Legs Won,2019
487,Jack Deveries,,38.65%,Pcnt Legs Won,2019
488,Vincent Kamphuis,NED,38.18%,Pcnt Legs Won,2019
489,Tony Newell,ENG,37.92%,Pcnt Legs Won,2019
490,Robert Adnams,ENG,37.75%,Pcnt Legs Won,2019
491,Sam Hickson,AUS,37.67%,Pcnt Legs Won,2019
492,Brad Horton,AUS,37.08%,Pcnt Legs Won,2019
493,Aaron Castagnette,ENG,36.14%,Pcnt Legs Won,2019
494,Eddie Dootson,,35.95%,Pcnt Legs Won,2019
495,Cameron Doyle,ENG,35.89%,Pcnt Legs Won,2019
496,Terry Temple,ENG,35.23%,Pcnt Legs Won,2019
497,Jesper Skovgaard,DEN,34.62%,Pcnt Legs Won,2019
498,Michael McCloskey,SCO,34.27%,Pcnt Legs Won,2019
499,Nathan Boon,ENG,33.23%,Pcnt Legs Won,2019
500,Rebekah Promnitz,,32.22%,Pcnt Legs Won,2019
501,Nathan Simpson,AUS,31.58%,Pcnt Legs Won,2019
502,Gary Eastwood,ENG,30.32%,Pcnt Legs Won,2019
503,Michael Barnard,ENG,29.75%,Pcnt Legs Won,2019
504,Paul Emmerton,,29.44%,Pcnt Legs Won,2019
501,Nathan Simpson,AUS,31.58%,Pcnt Legs Won,2019
502,Gary Eastwood,ENG,30.32%,Pcnt Legs Won,2019
503,Michael Barnard,ENG,29.75%,Pcnt Legs Won,2019
504,Paul Emmerton,,29.44%,Pcnt Legs Won,2019
1,Mal Cuming,AUS,70.15%,Pcnt Legs Won,2020
